"EpocaAño","Cumplimiento estrategia Mtto","CumplimientoProgramaMtto","ReadyBAcklog","HH Actv Gnerales","HH En la Maquina","Otras HH","TipoMantenimiento","Disciplina","Fe.CreadaOrden","fe.Ejecutada","dias_para_diferencia"
"Verano",0.4798,0.9204,4.67,0.6,20,2.3,"Preventivo","Mecanica CBM",2018-07-12,2019-03-11,242
"Verano",0.4798,0.9204,4.67,0.6,15,2.7,"Preventivo","Mecanica CBM",2018-06-14,2019-03-11,270
"Verano",0.4798,0.9204,4.67,1.2,19,2.3,"Preventivo","Mecanica CBM",2018-07-12,2019-03-11,242
"Verano",0.4798,0.9204,4.67,0.2,7,1.4,"Preventivo","Mecanica CBM",2018-07-12,2019-03-11,242
"Verano",0.4798,0.9204,4.67,0.2,0.5,0,"Correctivo","Instrumentos",2019-04-05,2019-03-13,-23
"Verano",0.4798,0.9204,4.67,0.8,6,3.2,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,1,6,2.1,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,1,6,2.1,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,1,6,2.1,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,1,6,2.1,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,0.6,6,2.8,"Preventivo","Pozoz",2018-07-12,2019-03-19,250
"Verano",0.4798,0.9204,4.67,0.4,5.8,2.7,"Preventivo","Pozoz",2018-07-12,2019-03-19,250
"Verano",0.4798,0.9204,4.67,0.4,5.8,2.7,"Preventivo","Pozoz",2018-07-12,2019-03-19,250
"Verano",0.4798,0.9204,4.67,0.9,5,2.4,"Preventivo","Pozoz",2018-07-12,2019-03-19,250
"Verano",0.4798,0.9204,4.67,0.3,4,1.7,"Preventivo","Pozoz",2018-09-26,2019-03-19,174
"Verano",0.4798,0.9204,4.67,0.5,2,0.5,"Correctivo","Instrumentos",2019-03-22,2019-03-21,-1
"Verano",0.4798,0.9204,4.67,1.6,14,2.6,"Correctivo","Instrumentos",2019-03-21,2019-03-21,0
"Verano",0.4798,0.9204,4.67,0.7,9,1.3,"Correctivo","Mecanica",2019-03-26,2019-03-25,-1
"Verano",0.4798,0.9204,4.67,0.6,5,2.2,"Correctivo","Pozoz",2019-03-27,2019-03-25,-2
"Verano",0.4798,0.9204,4.67,0.6,1.6,2.2,"Correctivo","Pozoz",2019-03-26,2019-03-25,-1
"Verano",0.7914,0.9432,5.65,0.1,4.2,1,"Correctivo","Instrumentos",2019-05-15,2019-04-10,-35
"Verano",0.7914,0.9432,5.65,0,8,0,"Correctivo","Instrumentos",2019-04-12,2019-04-11,-1
"Verano",0.7914,0.9432,5.65,0.5,9,1.4,"Correctivo","Instrumentos",2019-04-16,2019-04-16,0
"Verano",0.7914,0.9432,5.65,0.7,14,2.2,"Correctivo","Instrumentos",2019-04-17,2019-04-17,0
"Verano",0.7914,0.9432,5.65,0.5,2,2.2,"Correctivo","Instrumentos",2019-04-17,2019-04-17,0
"Verano",0.7914,0.9432,5.65,0.5,7,0.6,"Correctivo","Instrumentos",2019-04-25,2019-04-23,-2
"Verano",0.7914,0.9432,5.65,0.5,6,1.2,"Correctivo","Instrumentos",2019-04-23,2019-04-23,0
"Invierno",0.5951,0.9414,5.96,0,3,0.5,"Preventivo","Instrumentos",2019-04-11,2019-05-01,20
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2019-04-05,2019-05-01,26
"Invierno",0.5951,0.9414,5.96,0,3,1,"Preventivo","Instrumentos",2019-04-05,2019-05-01,26
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2019-03-28,2019-05-01,34
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0.5,1,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0,1,1,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2019-03-20,2019-05-01,42
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2019-03-13,2019-05-01,49
"Invierno",0.5951,0.9414,5.96,0,3,1,"Preventivo","Instrumentos",2019-03-13,2019-05-01,49
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0,3,1,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2019-03-07,2019-05-01,55
"Invierno",0.5951,0.9414,5.96,0.8,10.5,3.3,"Preventivo","Pozoz",2018-09-26,2019-05-01,217
"Invierno",0.5951,0.9414,5.96,0.5,1,0,"Preventivo","Instrumentos",2019-02-28,2019-05-01,62
"Invierno",0.5951,0.9414,5.96,0,3,1,"Preventivo","Instrumentos",2019-02-28,2019-05-01,62
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2019-02-21,2019-05-01,69
"Invierno",0.5951,0.9414,5.96,0,3,2,"Preventivo","Instrumentos",2019-02-21,2019-05-01,69
"Invierno",0.5951,0.9414,5.96,0,2,2.5,"Preventivo","Instrumentos",2019-02-14,2019-05-01,76
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2019-02-14,2019-05-01,76
"Invierno",0.5951,0.9414,5.96,0.8,7,3.2,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.8,4,2.6,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.8,7,3.2,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.4,4,1.8,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.4,4,1.8,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.4,4,1.8,"Preventivo","Pozoz",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-12-11,2019-05-01,141
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-12-11,2019-05-01,141
"Invierno",0.5951,0.9414,5.96,0,2,2.5,"Preventivo","Instrumentos",2018-09-26,2019-05-01,217
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-05-01,231
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-12-11,2019-05-01,141
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2018-12-11,2019-05-01,141
"Invierno",0.5951,0.9414,5.96,0,3,0.5,"Preventivo","Instrumentos",2019-01-15,2019-05-01,106
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-09-26,2019-05-01,217
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-15,2019-05-01,167
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0,3,2.5,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0,3,1,"Preventivo","Instrumentos",2019-01-15,2019-05-01,106
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-05-01,231
"Invierno",0.5951,0.9414,5.96,0,3,2,"Preventivo","Instrumentos",2018-09-12,2019-05-01,231
"Invierno",0.5951,0.9414,5.96,0.5,3,0,"Preventivo","Instrumentos",2019-01-15,2019-05-01,106
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Instrumentos",2018-11-02,2019-05-01,180
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Instrumentos",2018-10-17,2019-05-01,196
"Invierno",0.5951,0.9414,5.96,0.5,8,0,"Preventivo","Linea de Mtto",2018-12-11,2019-05-01,141
"Invierno",0.5951,0.9414,5.96,0.5,8,2.5,"Preventivo","Linea de Mtto",2018-12-26,2019-05-01,126
"Invierno",0.5951,0.9414,5.96,0,2,0,"Correctivo","Electricidad",2019-04-30,2019-05-07,7
"Invierno",0.5951,0.9414,5.96,0.2,2,0.7,"Correctivo","Electricidad",2019-05-10,2019-05-09,-1
"Invierno",0.5951,0.9414,5.96,1.3,14,2.7,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,0.7,6,2.3,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,0.6,5.8,0.9,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,0.6,5.8,0.9,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,1.6,12.7,3.9,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,1.6,14.1,2.4,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,1,14,3.2,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,0.7,6,2.3,"Preventivo","Electricidad",2018-08-28,2019-05-13,258
"Invierno",0.5951,0.9414,5.96,0.4,8,0.7,"Preventivo","Mecanica CBM",2019-01-15,2019-05-14,119
"Invierno",0.5951,0.9414,5.96,0.1,4,1,"Preventivo","Mecanica CBM",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,0.1,4,0,"Preventivo","Mecanica CBM",2019-01-31,2019-05-14,103
"Invierno",0.5951,0.9414,5.96,0.1,4,0,"Preventivo","Mecanica CBM",2019-01-15,2019-05-14,119
"Invierno",0.5951,0.9414,5.96,0.3,12,2.4,"Preventivo","Mecanica CBM",2019-01-15,2019-05-14,119
"Invierno",0.5951,0.9414,5.96,0.4,12,2.7,"Preventivo","Mecanica CBM",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,0.1,8,0.6,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,7,0.6,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.4,16,2.4,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,4,0,"Preventivo","Mecanica CBM",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,0.2,7.7,1.5,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.2,8,1.2,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,4,1.2,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,4,0,"Preventivo","Mecanica CBM",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,0.4,18,2.4,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.4,16,2.4,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.3,11,1.2,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.5,20,3.6,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,2,0,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.8,4,1.7,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.5,20,3,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.2,8,1,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,6,0,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.1,4,0,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.7,16,0.9,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.3,7,0.6,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.3,7,0.6,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,9,1.4,"Preventivo","Mecanica",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.2,4,0,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.4,6,0.8,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.2,4,0,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.5,12,1.6,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.2,4,0,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.2,5,0.8,"Preventivo","Mecanica CBM",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,1.3,12,0.8,"Preventivo","Mecanica CBM",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,1.5,14,2.3,"Preventivo","Mecanica",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,1.6,18,2.7,"Preventivo","Mecanica",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.5,2,0,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.2,4,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.4,4,1.1,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.2,7,1.1,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,1.6,18,2.6,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.2,6,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.6,16,1.6,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.4,8,0.8,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.8,17,2.6,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.4,6,0.8,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.4,10,0,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.4,12,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.4,10,0.8,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.9,15,2.4,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.7,16,1.6,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.5,11,1.6,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0,7,0,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0,3,0,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.5,12,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.5,5,0.3,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.2,4,0,"Preventivo","Mecanica CBM",2018-10-17,2019-05-14,209
"Invierno",0.5951,0.9414,5.96,0.2,4,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.8,20,1.6,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.2,4,0,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.2,2,0,"Preventivo","Mecanica CBM",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,1.3,15,2,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.3,8,1.9,"Preventivo","Electricidad",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.7,15,2.3,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.2,6.9,2.9,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.2,1.5,0.6,"Preventivo","Electricidad",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.2,1.5,0.6,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,1,12,3,"Preventivo","Mecanica VAL",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,1,12,3.4,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.5,12,1.7,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,1,12,2.3,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,1.3,16,2,"Preventivo","Mecanica VAL",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,1,12,2.8,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.8,10,2.5,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.8,10,2,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.5,10,2.4,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.5,9,3,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.5,9,1,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.1,6,0.9,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.1,2,0,"Preventivo","Mecanica",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.5,12,1.6,"Preventivo","Mecanica VAL",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0.5,12,1.7,"Preventivo","Mecanica VAL",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1,12,2.3,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.6,8,0.9,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.8,8,3.7,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.3,14,2.7,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.2,5,0.7,"Preventivo","Mecanica",2018-10-09,2019-05-14,217
"Invierno",0.5951,0.9414,5.96,0.8,6.8,1.4,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.7,6,2.1,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,0.6,6,1.7,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.1,3,0,"Preventivo","Mecanica",2018-10-09,2019-05-14,217
"Invierno",0.5951,0.9414,5.96,0.9,9.1,3.6,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,1,2.3,1.4,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.1,2,0,"Preventivo","Mecanica",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0,2,0,"Preventivo","Mecanica",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,1,12,2.8,"Preventivo","Mecanica VAL",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.2,10,4,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.3,9,1.6,"Preventivo","Mecanica",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.3,9,1.7,"Preventivo","Mecanica",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,7.5,0.9,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.3,8,1.8,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.5,12,0.7,"Preventivo","Mecanica VAL",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.3,12,1.4,"Preventivo","Mecanica VAL",2018-09-26,2019-05-14,230
"Invierno",0.5951,0.9414,5.96,0.5,12,1.7,"Preventivo","Mecanica VAL",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.1,2,0,"Preventivo","Mecanica",2018-11-15,2019-05-14,180
"Invierno",0.5951,0.9414,5.96,0,2,0.6,"Preventivo","Mecanica",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.6,8,0.6,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.5,8,0.7,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.3,8,0.8,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.8,8,0.7,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.2,6,0.9,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,0.3,1,0.4,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1.2,14,1.7,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,0.2,1,1,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,0.1,1.5,0.6,"Preventivo","Electricidad",2018-09-12,2019-05-14,244
"Invierno",0.5951,0.9414,5.96,0.1,1.5,0.7,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,1,12,3,"Preventivo","Mecanica VAL",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,10,2,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.3,6,1.2,"Preventivo","Electricidad",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.4,4.5,2.1,"Preventivo","Mecanica",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,0.4,4.5,3.3,"Preventivo","Mecanica",2018-12-26,2019-05-14,139
"Invierno",0.5951,0.9414,5.96,1,9,1.1,"Preventivo","Mecanica",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,7.3,1.2,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.5,16,1.5,"Preventivo","Mecanica VAL",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,0.5,16,1.6,"Preventivo","Mecanica VAL",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1,13,2.8,"Preventivo","Mecanica VAL",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.2,6,0.9,"Preventivo","Electricidad",2018-08-06,2019-05-14,281
"Invierno",0.5951,0.9414,5.96,0.2,9,1.7,"Preventivo","Mecanica",2018-12-11,2019-05-14,154
"Invierno",0.5951,0.9414,5.96,0.8,7.5,0.9,"Preventivo","Mecanica",2018-11-02,2019-05-14,193
"Invierno",0.5951,0.9414,5.96,0.8,12,2.3,"Preventivo","Mecanica VAL",2018-08-28,2019-05-14,259
"Invierno",0.5951,0.9414,5.96,1,2.3,0,"Preventivo","Mecanica",2018-09-26,2019-05-14,230
